COMID,HUC8,WA,Elev,BMMI,IWI,Slope
3851863.A,10020008,5.8833,1366.78589,0.567,0.867807047,0.00638612
3854843.A,10020008,26.7615,2039.392065,,0.400475414,0.02637706
3856479.A,10020008,76.8474,2562.688666,0.855333333,0.864859338,0.01853461
3879986.A,18010109,3.8466,168.4173655,0.379333333,0.177484619,0.03404398
3881776.A,5080002,72.8109,332.1516316,,0.319343352,0.00106208
3882442.A,5080002,53.1306,285.7252258,,0.186108214,0.00540178
3882548.A,5080002,38.4048,331.2845758,0.630666667,0.192128926,0.00363431
3882844.A,5080002,99.1944,335.8823291,,0.252031802,0.00670089
3883414.A,5080002,119.7054,283.5268198,0.510666667,0.194396029,0.00334893
3883720.A,5080002,6757.668,312.8383224,0.581,0.341958066,0.00001
3885882.A,5080002,9427.7349,303.4863832,,0.258953788,0.00134338
3896517.A,14060005,37.9377,2747.477427,0.620666667,0.7287458,0.03508063
3897409.A,14060005,96191.1837,2217.694767,0.303333333,0.6766755,0.00225806
3897681.A,14060005,256.7466,2346.409966,,0.9214708,0.01587328
3906307.A,14060007,28.8549,2625.240155,,0.867287,0.02444401
3906449.A,14060007,442.4868,2611.913575,,0.8548103,0.00881209
3910469.A,14060007,4223.3355,2108.962635,,0.838743,0.00172444
3910709.A,14060007,4874.1984,2053.555351,,0.8537597,0.00703578
3917994.A,18010207,109.3275,1068.694128,0.656666667,0.837456486,0.00862204
3918664.A,18010207,21.267,1834.498643,0.503,0.838229647,0.09121763
3922009.A,5080003,59.5611,338.6541552,0.566666667,0.203956918,0.00678178
3922037.A,5080003,517.5828,330.8439404,0.618666667,0.192006891,0.00001
3922231.A,5080003,2.0988,286.4048156,0.434333333,0.316494378,0.02579402
3922883.A,5080003,65.0871,343.4495177,,0.295505576,0.00213996
3923095.A,5080003,89.0757,311.3508798,0.319,0.828715183,0.00362354
3923217.A,5080003,1388.1357,319.0095946,,0.208236545,0.00109634
3931076.A,5090202,106.0875,320.4083158,0.221333333,0.604683014,0.00182067
3931404.A,5090202,80.1585,330.2980417,0.541666667,0.713824636,0.00153821
3932354.A,5090202,86.6295,313.7840097,0.395333333,0.648762412,0.00360537
3936150.A,5090202,606.411,304.093758,0.715,0.868247348,0.00048681
3940470.A,5090202,4434.2307,285.6657432,0.106333333,0.383334637,0.00001
3964502.A,5090102,804.9735,302.7082486,0.590666667,0.667531039,0.0004943
3964752.A,5090102,80.0298,322.4918454,,0.867315864,0.00146403
3964810.A,5090102,116.2854,334.1489959,,0.676628139,0.00178251
3965156.A,5090102,2.7558,405.0111137,0.413,0.748590539,0.03271739
3981022.A,5080001,133.299,336.7362222,,0.170821272,0.00143593
3983990.A,5080001,117.8397,311.2576018,,0.425054327,0.00180474
3984018.A,5080001,66.8304,335.8440849,,0.409953294,0.00148218
3984048.A,5080001,66.0078,306.3762506,,0.562690457,0.00379378
3984064.A,5080001,21.8223,356.7054638,,0.399230541,0.0013962
3985472.A,5080001,55.0809,298.1141759,,0.706176132,0.00189815
3985520.A,5080001,819.3717,346.4967969,0.237,0.398805355,0.00173053
3985854.A,5080001,2521.4562,312.0246598,,0.426324362,0.00067702
3985952.A,5080001,2925.7452,311.3838829,,0.357966081,0.00001
3985996.A,5080001,1675.1817,311.1646011,0.135,0.424733367,0.00011857
3986258.A,5080001,103.437,326.2866148,0.186,0.460584843,0.0025647
3997510.A,5110001,87.7743,244.8465583,0.332,0.732208096,0.00001
3997526.A,5110001,34.9677,239.3298929,0.339333333,0.413212675,0.0024766
3997594.A,5110001,153.0621,238.9865266,0.36,0.297250014,0.0008843
3997630.A,5110001,58.41,253.8351966,0.289333333,0.53356713,0.00200964
3997672.A,5110001,232.4412,233.7119062,,0.299711229,0.00060367
3997802.A,5110001,434.1357,246.1134827,,0.539656139,0.00092003
3997850.A,5110001,133.0758,251.8571438,0.174666667,0.288097814,0.00122743
3997856.A,5110001,16.8552,225.4331685,0.511666667,0.611702786,0.00432564
3997944.A,5110001,21.0069,245.8771912,0.190333333,0.431320524,0.00388289
3997950.A,5110001,55.5741,252.6838422,,0.389236824,0.00204534
3997978.A,5110001,102.9447,256.2105412,,0.62323581,0.00098718
3998496.A,5110001,917.4375,234.0238558,0.401333333,0.190272965,0.00048316
3998672.A,5110001,54.0594,355.3616409,0.437666667,0.527675792,0.00622568
3998800.A,5110001,22.6935,312.6898592,0.486333333,0.70746892,0.00208255
3998960.A,5110001,66.3507,314.6911534,0.456333333,0.722624865,0.00253298
3998982.A,5110001,355.086,327.6103652,0.385666667,0.45618685,0.00001
3998990.A,5110001,78.1884,336.5304551,,0.325253573,0.00208633
3999010.A,5110001,38.7198,341.1151443,,0.801745938,0.00535463
3999012.A,5110001,36.6858,335.4882187,,0.764431566,0.0045375
3999056.A,5110001,376.4493,325.6339187,0.380666667,0.36493679,0.00022537
3999114.A,5110001,96.579,318.4073272,0.540666667,0.458553949,0.00229237
3999234.A,5110001,25.0452,305.8064011,0.433333333,0.475523067,0.00373125
3999268.A,5110001,58.2363,320.9854313,,0.28658968,0.00206956
3999346.A,5110001,180.351,310.938322,0.353,0.763869046,0.00040567
3999390.A,5110001,62.5086,316.7847076,0.336666667,0.579335896,0.00279823
3999492.A,5110001,98.5167,307.4997089,0.398,0.277384161,0.00369308
3999516.A,5110001,14.0121,313.4496962,0.627333333,0.602609402,0.006127
3999578.A,5110001,35.4807,353.0175798,0.309333333,0.335608797,0.00298871
3999772.A,5110001,13.8357,249.0128147,0.293333333,0.462683474,0.0024075
3999992.A,5110001,22.3092,267.9026674,0.396,0.369864945,0.00348596
4000128.A,5110001,78.8067,273.3300965,,0.725114284,0.00156352
4000134.A,5110001,40.2183,250.7426354,,0.301125903,0.00181538
4000188.A,5110001,61.2189,243.9593057,0.392666667,0.358253788,0.00226991
4000210.A,5110001,27.7632,254.7690469,0.132,0.466918494,0.004
4000436.A,5110001,3.5469,318.4518752,0.131666667,0.713935333,0.01453667
4000538.A,5110001,40.2219,281.2110085,0.470666667,0.574938346,0.00276088
4000548.A,5110001,59.5485,244.5809724,,0.775855166,0.0029326
4000582.A,5110001,64.2096,253.4869947,0.276666667,0.357238657,0.00234158
4000586.A,5110001,116.9604,239.9092666,,0.415119699,0.00209346
4000632.A,5110001,208.0071,274.1996837,0.428,0.346477483,0.00110785
4000662.A,5110001,78.0012,251.9474881,0.39,0.454177244,0.00240803
4000664.A,5110001,57.8385,300.1434493,0.440333333,0.56346485,0.00079113
4000672.A,5110001,92.1159,223.5081881,0.364,0.432712408,0.00163051
4000742.A,5110001,213.6582,236.7193419,0.264,0.327603652,0.00143322
4000880.A,5110001,3109.8168,271.6598997,0.366,0.543486441,0.00001
4000880.B,5110001,3109.8168,271.6598997,0.366,0.543486441,0.00001
4000880.C,5110001,3109.8168,271.6598997,0.366,0.543486441,0.00001
4000886.A,5110001,4316.8932,262.309549,0.396666667,0.370141689,0.00091157
4000948.A,5110001,49.2795,231.0665152,0.399,0.457369619,0.00165919
4000962.A,5110001,28.215,232.1749014,0.351333333,0.453485224,0.00432542
4001044.A,5110001,350.9226,248.4710115,,0.77225877,0.00057865
4001044.B,5110001,350.9226,248.4710115,,0.77225877,0.00057865
4001162.A,5110001,4422.4101,260.9743385,0.408333333,0.384609624,0.00001
4001236.A,5110001,1777.3407,291.2783287,0.362333333,0.342305571,0.00001
4001322.A,5110001,1809.1566,289.8867836,0.388,0.76260989,0.00001
4001350.A,5110001,1808.6517,289.9126067,0.418333333,0.339378686,0.00001
4001432.A,5110001,226.3329,290.0286169,0.344666667,0.293091744,0.00040676
4001504.A,5110001,21.681,229.4418128,,0.292955199,0.00363466
4001766.A,5110001,20.9646,300.5249382,0.321333333,0.164732948,0.00649659
4001810.A,5110001,682.0623,257.3732518,0.401666667,0.597865559,0.00001
4001836.A,5110001,604.3302,256.3870964,0.358333333,0.712474117,0.00051646
4001844.A,5110001,613.2042,260.3273849,0.396,0.662390612,0.00001
4001862.A,5110001,7.8795,306.2339041,0.439,0.481373932,0.00996371
4002052.A,5110001,7.1307,298.7887164,0.504333333,0.387125389,0.00934069
4002054.A,5110001,490.2147,266.5361926,,0.380843529,0.00001
4002080.A,5110001,10.8333,297.0471131,0.350333333,0.440262873,0.00823145
4002112.A,5110001,309.7539,278.729343,,0.280272313,0.00001
4002224.A,5110001,262.3266,261.0924,0.322666667,0.344619073,0.00198862
4002224.B,5110001,262.3266,261.0924,0.322666667,0.344619073,0.00198862
4002234.A,5110001,215.703,263.371652,,0.787380828,0.00088685
4002380.A,5110001,44.4951,302.6612179,0.294666667,0.323105262,0.00511326
4002410.A,5110001,159.6582,283.8622271,,0.496228777,0.00092307
4002450.A,5110001,177.1524,267.0592632,0.251333333,0.250775498,0.0013947
4002474.A,5110001,238.0203,264.5532147,0.356333333,0.552466727,0.0011494
4002556.A,5110001,75.9564,297.8387358,0.393,0.626085891,0.00208737
4002874.A,5110001,209.4192,234.5258922,,0.831161723,0.00111165
4002900.A,5110001,82.6614,249.6271408,,0.586582873,0.00201064
4002954.A,5110001,7.1541,274.18176,0.328333333,0.440800919,0.00887621
4002962.A,5110001,1906.2819,286.2421781,0.361333333,0.408885154,0.00001
4002974.A,5110001,1899.0324,286.5819147,0.448,0.556094238,0.00152066
4003144.A,5110001,2.9691,249.7063928,,0.393085082,0.00001
4003174.A,5110001,25.56,252.7803796,,0.266231528,0.00001144
4003176.A,5110001,1451.2752,297.2415271,,0.269408537,0.00028731
4003176.B,5110001,1451.2752,297.2415271,,0.269408537,0.00028731
4003176.C,5110001,1451.2752,297.2415271,,0.269408537,0.00028731
4003648.A,5110001,27.4599,206.3729108,0.12,0.450886265,0.00420804
4003792.A,5110001,1125.4077,229.4111392,0.318333333,0.645848706,0.00027767
4003820.A,5110001,135.5553,204.1758635,,0.590380939,0.000141
4003836.A,5110001,16.1874,209.5808829,0.379666667,0.516495932,0.00573578
4003932.A,5110001,22.4415,222.2784359,,0.455222486,0.00415804
4004134.A,5110001,7.2144,171.9246894,,0.789242288,0.00681741
4004136.A,5110001,53.649,188.0785798,,0.492207342,0.00089836
4004320.A,5110001,5.6304,191.574837,,0.28667288,0.00992361
4004486.A,5110001,95.814,175.8499828,0.176333333,0.514726272,0.00001
4004516.A,5110001,51.4548,199.9604305,0.558666667,0.257318283,0.00164122
4004626.A,5110001,37.1799,190.5604502,0.346333333,0.280596657,0.00159366
4004630.A,5110001,28.4625,206.1598027,,0.381351153,0.00436805
4004666.A,5110001,35.7579,190.9348851,,0.702532028,0.00214022
4004670.A,5110001,13.3173,198.290738,0.381,0.571902769,0.0090415
4004698.A,5110001,16.0785,189.4263185,,0.409481537,0.00622733
4004698.B,5110001,16.0785,189.4263185,,0.409481537,0.00622733
4004774.A,5110001,23.9436,218.6386502,0.156666667,0.382071649,0.00245291
4004800.A,5110001,23.6133,218.983423,,0.336563223,0.00042285
4004972.A,5110001,6.2001,193.5662273,0.448333333,0.568038817,0.01569444
4005122.A,5110001,6563.9178,248.06469,0.587,0.262401226,0.00001
4005180.A,5110001,6780.2094,246.1263286,0.338,0.242971014,0.00237579
4005226.A,5110001,6686.3412,247.0282198,0.397,0.245357621,0.00001
4005234.A,5110001,7180.614,243.0078138,0.362,0.435532678,0.00029588
4005424.A,5110001,65.3922,270.5872984,0.388666667,0.743993292,0.00061826
4020363.A,10270207,42.7347,432.8175617,0.184333333,0.173247073,0.00218548
4020559.A,10270207,635.6997,469.0345448,,0.383435771,0.0021393
4032198.A,5110002,132.3198,254.9901483,0.284333333,0.554814681,0.00193385
4032590.A,5110002,72.2277,164.685803,0.373333333,0.826355342,0.00061468
4032718.A,5110002,547.8714,189.7322874,,0.193064069,0.00001
4033060.A,5110002,4238.0343,231.617096,0.337333333,0.462285772,0.00001
4033186.A,5110002,39.267,234.2046216,,0.543014355,0.00339363
4033254.A,5110002,18.522,281.5932682,,0.2729865,0.00487855
4033256.A,5110002,36.6786,273.1055943,0.428666667,0.738460609,0.00339931
4033292.A,5110002,68.346,260.9358974,,0.343476156,0.00167827
4033318.A,5110002,147.9969,253.0261409,,0.338135655,0.00016898
4033322.A,5110002,373.4919,255.8977743,,0.374704344,0.0019928
4033348.A,5110002,58.7259,252.1340151,0.349,0.229942052,0.0036642
4033468.A,5110002,30.2805,236.729095,0.377666667,0.312092368,0.00416789
4033506.A,5110002,128.9619,250.3210606,,0.875640863,0.00132327
4033792.A,5110002,79.0137,282.0772735,,0.314132288,0.00101132
4033794.A,5110002,13.0041,275.2105737,,0.534612262,0.00314641
4033912.A,5110002,14.3487,285.089894,0.429333333,0.496572195,0.00777952
4033936.A,5110002,202.4037,274.6606991,0.302,0.660340104,0.00054368
4033978.A,5110002,136.9602,268.6056617,0.362,0.422458134,0.00097942
4034008.A,5110002,70.9074,269.6011227,0.494,0.268496083,0.00274486
4034020.A,5110002,85.1679,268.3343066,0.515666667,0.384107906,0.00178994
4034094.A,5110002,117.3033,273.5484222,0.439,0.335610916,0.00133107
4034136.A,5110002,57.1311,276.1536267,,0.807741519,0.00195606
4034634.A,5110002,172.3671,271.6974616,0.462666667,0.375067586,0.00097277
4034956.A,5110002,190.8234,176.7781531,0.371,0.680581877,0.00109847
4034966.A,5110002,418.0734,192.8922813,0.385666667,0.377116286,0.00224581
4034966.B,5110002,418.0734,192.8922813,0.385666667,0.377116286,0.00224581
4035208.A,5110002,137.9511,194.1426267,,0.65503496,0.00214588
4035274.A,5110002,78.9903,203.0527396,0.418,0.380583727,0.00138686
4035424.A,5110002,1153.1745,223.7534926,0.448333333,0.276983117,0.00057527
4035546.A,5110002,349.8255,227.8380622,0.324666667,0.40440216,0.00151299
4035560.A,5110002,22.9491,208.7409918,0.341,0.646226132,0.00498338
4035652.A,5110002,447.3261,224.0795249,,0.682395668,0.00052292
4035656.A,5110002,128.9016,221.2544095,0.313333333,0.36394363,0.00084167
4035698.A,5110002,431.6607,225.5607695,0.336666667,0.667216258,0.00383202
4035758.A,5110002,42.1983,226.9716659,,0.79950204,0.00186925
4035770.A,5110002,299.349,234.4012723,0.365333333,0.439628045,0.00001
4035804.A,5110002,32.1867,229.3459173,0.363666667,0.622941261,0.00269966
4035988.A,5110002,4.7124,215.2991157,0.558,0.32478836,0.01486388
4036080.A,5110002,80.1819,232.8437464,,0.322192365,0.00193755
4036108.A,5110002,81.2916,257.3016714,,0.584046287,0.00445652
4036194.A,5110002,219.1428,245.6012822,0.367666667,0.34168464,0.00009084
4036212.A,5110002,141.6672,267.6502213,0.483333333,0.379018706,0.0073901
4036216.A,5110002,79.47,258.0050227,0.497333333,0.213050897,0.00292752
4036216.B,5110002,79.47,258.0050227,0.497333333,0.213050897,0.00292752
4036216.C,5110002,79.47,258.0050227,0.497333333,0.213050897,0.00292752
4036224.A,5110002,6.1542,227.9521439,0.501,0.346024255,0.00688205
4036538.A,5110002,45.3672,257.4043644,,0.935596723,0.00291131
4036894.A,5110002,2807.1153,241.2073903,0.335333333,0.503916126,0.00001
4036898.A,5110002,42.9453,207.19148,,0.727900371,0.00165314
4036934.A,5110002,340.9398,231.4894135,,0.583186232,0.00045085
4036962.A,5110002,259.5879,238.5022235,0.501666667,0.386219464,0.00066499
4036972.A,5110002,66.0609,207.9644093,0.377,0.218048983,0.00349827
4036998.A,5110002,316.0422,234.5498403,0.293,0.34236201,0.00097264
4036998.B,5110002,316.0422,234.5498403,0.293,0.34236201,0.00097264
4037024.A,5110002,67.3137,241.1391202,0.34,0.58188721,0.00306144
4037032.A,5110002,68.3748,250.4168234,0.536,0.371477544,0.00263587
4037090.A,5110002,209.5542,237.8646396,0.488666667,0.327092843,0.00001
4037090.B,5110002,209.5542,237.8646396,0.488666667,0.327092843,0.00001
4046994.A,7020008,652.1661,326.284237,0.343,0.400725734,0.00086862
4061394.A,10070003,139.7655,2191.650498,0.375333333,0.734594966,0.01253812
4063778.A,10070003,44.5617,2031.237314,,0.798761751,0.01341087
4064180.A,10070003,232.1001,1855.274358,,0.63027865,0.00583039
4081850.A,7020001,15.6528,579.2768238,0.437333333,0.736051065,0.01890058
4083940.A,7020001,18.2061,514.0368847,,0.303622374,0.00756503
4084278.A,7020001,534.1365,431.8271513,,0.35620638,0.0009267
4122476.A,7020004,10671.3837,386.3641302,0.206666667,0.188340919,0.00001
4122756.A,7020004,1226.4633,333.9461914,,0.176929333,0.00007654
4122838.A,7020004,307.7352,336.1508463,,0.193318517,0.00001
4123062.A,7020004,296.7417,336.8909667,,0.181757472,0.00001
4123248.A,7020004,257.2353,329.8395478,0.215666667,0.253711769,0.00039147
4133293.A,12030108,62.0973,172.0543411,,0.215249982,0.00110537
4133337.A,12030108,52.5501,124.7726789,0.442333333,0.214898763,0.00160953
4133497.A,12030108,103.6125,162.2031285,,0.479348254,0.00161644
4140904.A,7020007,22916.9943,373.5723147,,0.752128235,0.00001
4141632.A,7020007,38741.3046,360.7918313,0.490333333,0.762181797,0.00001
4142330.A,7020007,415.4715,338.3210812,,0.323772419,0.00172698
4147366.A,2040104,17.4429,862.1784851,,0.879334871,0.02889447
4147376.A,2040104,47.7144,834.5196807,0.618,0.795063211,0.0104427
4147376.B,2040104,47.7144,834.5196807,0.618,0.795063211,0.0104427
4147380.A,2040104,68.3703,805.5255083,0.668,0.881477743,0.00864758
4147394.A,2040104,71.3394,774.983089,0.447333333,0.669067886,0.01048272
4147396.A,2040104,89.2413,785.8700382,0.593,0.767332516,0.01002554
4147396.B,2040104,89.2413,785.8700382,0.593,0.767332516,0.01002554
4147396.C,2040104,89.2413,785.8700382,0.593,0.767332516,0.01002554
4147442.A,2040104,281.6424,669.0160623,,0.745165879,0.00262156
4147442.B,2040104,281.6424,669.0160623,,0.745165879,0.00262156
4147520.A,2040104,4.212,423.0208568,,0.708340708,0.00896096
4147564.A,2040104,37.7136,422.8881045,0.590333333,0.622738825,0.01222672
4147564.B,2040104,37.7136,422.8881045,0.590333333,0.622738825,0.01222672
4147566.A,2040104,198.7218,448.8962579,0.611333333,0.785810378,0.00157728
4147586.A,2040104,29.8854,446.0967283,0.454666667,0.613476638,0.00522493
4147592.A,2040104,78.5907,428.4605333,0.515666667,0.551522075,0.00820367
4147634.A,2040104,444.8034,577.1378127,0.507666667,0.852815292,0.00086419
4147716.A,2040104,97.4772,392.8446572,0.486,0.568749551,0.03513545
4147716.B,2040104,97.4772,392.8446572,0.486,0.568749551,0.03513545
4147718.A,2040104,479.0088,565.8711723,0.586333333,0.618660343,0.0037037
4147718.B,2040104,479.0088,565.8711723,0.586333333,0.618660343,0.0037037
4147788.A,2040104,42.822,425.6838045,,0.909740475,0.01670391
4147792.A,2040104,4.6251,407.7345009,0.552666667,0.839786621,0.05070053
4147824.A,2040104,419.6322,419.5309041,0.621,0.871679773,0.00709006
4147836.A,2040104,37.7622,381.342686,,0.712509841,0.02344741
4147854.A,2040104,28.2564,423.0930628,,0.864053926,0.02981486
4147854.B,2040104,28.2564,423.0930628,,0.864053926,0.02981486
4147876.A,2040104,54.108,376.7603585,,0.632132158,0.00690074
4147896.A,2040104,43.2423,403.3598468,0.614,0.700793772,0.02015037
4147948.A,2040104,24.5088,842.7506008,0.643666667,0.819483199,0.01547419
4147948.B,2040104,24.5088,842.7506008,0.643666667,0.819483199,0.01547419
4147956.A,2040104,183.1761,758.1636384,0.595666667,0.824806299,0.00567375
4147956.B,2040104,183.1761,758.1636384,0.595666667,0.824806299,0.00567375
4147956.C,2040104,183.1761,758.1636384,0.595666667,0.824806299,0.00567375
4147968.A,2040104,41.6124,502.4414188,0.485,0.838695254,0.00872929
4147968.B,2040104,41.6124,502.4414188,0.485,0.838695254,0.00872929
4147968.C,2040104,41.6124,502.4414188,0.485,0.838695254,0.00872929
4147976.A,2040104,306.7155,647.4727335,0.531666667,0.625779171,0.00226926
4147976.B,2040104,306.7155,647.4727335,0.531666667,0.625779171,0.00226926
4147984.A,2040104,336.1014,624.948373,0.536333333,0.678448548,0.0019803
4147984.B,2040104,336.1014,624.948373,0.536333333,0.678448548,0.0019803
4147984.C,2040104,336.1014,624.948373,0.536333333,0.678448548,0.0019803
4147998.A,2040104,8.0685,436.7976297,0.595333333,0.809467978,0.0351711
